#N E pmin p1min pmax wmin wmax wave
13794 138274 5.7732e-15 5.7732e-15 1 0 2147483654.09117 916308.646743488
#nodeindex nodename nodeweight
349 CYB5D2 0.0025038
350 SF3A3 9.3425e-14
351 RPTN 0.0025297
352 HMGCR 0.0025373
353 LAMC2 0.0025738
354 SNAP47 4.4198e-05
355 KCNQ1 0.00016027
356 CERS3 0.0026596
357 ATP6V0A1 0.00020061
358 CYP11A1 7.5799e-06
359 IL1RL1 0.002723
360 GATA2 1.0208e-06
361 RSPH6A 0.0027434
362 MED29 0.0027924
363 SPDYE3 0.0028
364 GALR3 0.0028
365 GXYLT1 0.0028158
366 NEK6 0.0015063
367 HBS1L 2.3952e-05
368 ZNF76 0.0028358
369 CLDN4 0.0028644
370 THG1L 0.0028977
371 SOX5 0.0029102
372 RNF40 0.0029136
373 EFNA3 0.00037312
374 FAM149A 0.0029662
375 PLEKHG4B 0.0030135
376 NMNAT3 0.0030178
377 TXNDC9 0.0030263
378 HPCAL1 0.0030386
379 SLC5A5 0.0030408
380 ABL2 0.0018559
381 LY6G6D 0.0031288
382 COASY 0.003129
383 WDR36 6.655e-06
384 SYNGAP1 0.0031562
385 HLA-A 5.7732e-15
386 SSBP2 0.0031809
387 CRTC2 0.00035905
388 GNL1 0.0017144
389 NIT1 0.0032843
390 PPP2R1B 0.00035905
391 HSD17B1 0.0027211
392 MYL2 0.00016898
393 WDR38 0.0034621
394 B4GALNT1 4.0891e-10
395 TCHH 4.1151e-07
396 PAPOLG 0.0035533
397 BLM 3.525e-14
398 NHLRC3 0.0035706
399 FAM120B 0.0035866
400 SMAD3 2.4863e-13
401 SCAND1 0.0035918
402 SERINC1 0.0036057
403 RAVER2 0.0036102
404 DEFB118 0.0036402
405 FBRSL1 0.0036996
406 GIPR 0.0038008
407 HIP1 0.0038217
408 NCOA1 2.7324e-05
409 P2RY2 0.0039043
410 SLC45A1 0.0039045
411 UBXN2B 3.0306e-07
412 DHX16 9.3425e-14
413 VPS53 0.00048293
414 TRPM7 0.0040213
415 GNAI2 5.7732e-15
416 KAT7 0.00023827
417 OR10J3 0.0040913
418 KCNG3 0.0041069
419 STEAP1 0.0041088
420 TMEM259 0.00022919
421 RNFT2 0.0041366
422 LTA 4.4755e-07
423 SIRT1 5.8648e-12
424 NINJ1 0.0041683
425 DDOST 0.0041803
426 FOXK1 0.004199
427 TATDN1 0.0042067
428 CAPN9 0.0042332
429 SMAD2 2.0446e-05
430 TM9SF4 0.0019203
431 TUBG2 0.0042603
432 RAD54B 0.002405
433 IDE 0.0043133
434 MICALL1 0.0043657
435 BTN2A1 0.0044332
436 HLA-G 6.6491e-13
437 PTPN5 0.0035874
438 PGLYRP1 0.0045425
439 TNRC6C 0.00042823
440 ME2 0.0045571
441 VWA5A 0.0045886
442 NMUR2 0.0046524
443 TSPAN8 0.004656
444 RASSF5 0.0046682
445 MBD6 0.0046713
446 SIGMAR1 4.9035e-05
447 PGBD2 0.0047467
448 TACC3 2.4863e-13
449 CNTFR 3.1495e-05
450 COL11A2 3.2956e-06
451 WFDC5 0.0049008
452 GULP1 0.0049344
453 SLC51B 0.0049679
454 DCTN2 0.00045806
455 PAX2 0.0050049
456 RUNX2 7.0056e-05
457 DCLK1 0.0050555
458 APOA1 0.00016757
459 CERS4 0.0050841
460 EIF5A2 0.005106
461 HLA-F 5.7732e-15
462 RPP21 2.9e-09
463 VAV2 6.4531e-08
464 SCD 0.0025373
465 CFAP221 0.0014924
466 KLF10 0.0052474
467 DMWD 0.0052829
468 KRT14 0.0053087
469 NRM 0.0032391
470 GATAD2B 0.00017999
471 AURKAIP1 0.00030112
472 HNF1B 0.0053588
473 ZNF365 0.00073656
474 NPHP3 0.0054841
475 NDFIP1 0.0055233
476 LIM2 0.0055804
477 EEF1B2 2.9e-09
478 AHI1 3.1495e-05
479 APOC1 0.0012912
480 TNFSF4 5.8909e-06
481 PI4KB 0.0058284
482 NAGLU 0.003415
483 BAP1 0.004199
484 INPP5B 0.0058284
485 GP5 0.0059223
486 KLK1 0.0059416
487 ETS1 1.0208e-06
488 PPP1R1B 6.655e-06
489 RYR1 0.005993
490 GTF3C4 0.0060231
491 ERVW-1 0.00082048
492 RPL18A 2.9e-09
493 MPP3 0.0060685
494 ERI3 0.0060777
495 UBE2C 9.7504e-06
496 PDLIM4 0.0060977
497 MXRA8 0.0061074
498 MLNR 0.0061546
499 KLF3 0.0061941
500 MIIP 0.0062617
501 APOE 3.2135e-06
502 HOXB7 3.8813e-09
503 GCAT 0.0063238
504 TNFRSF18 0.00049129
505 BTN3A3 0.0063976
506 BUD13 1.7432e-05
507 PHB 1.3006e-06
508 GRM7 0.0065252
509 PSMC3IP 0.0065254
510 PTX4 0.0065862
511 FAM114A2 3.1495e-05
512 EIF5B 2.9e-09
513 SCTR 0.006659
514 GLRX3 0.00042097
515 DLL4 2.4863e-13
516 OXNAD1 0.0066928
517 SKAP1 0.0046682
518 COX7B2 0.0067197
519 UTS2B 0.0067405
520 WNT5A 7.7311e-05
521 TAGLN 0.00016898
522 STAT5B 5e-10
523 ARPC5L 0.0067963
524 ITPKB 0.0068473
525 HFE 8.1043e-05
526 SLC7A13 0.0069182
527 SLC38A3 0.0069494
528 MRPS18B 0.00030112
529 GORAB 0.0070036
530 PLA2G2C 0.0070071
531 MMAB 0.0070918
532 APOA2 0.00018872
533 GPR150 0.0072
534 GATAD1 0.0072173
535 DEF6 0.0072198
536 G6PC3 4.0891e-10
537 MFAP3 0.0072845
538 LAMA5 0.0025738
539 CISH 3.1495e-05
540 LRRC8A 0.0073618
541 UVSSA 0.0074188
542 CRABP1 0.00035252
543 GNRH1 0.0074292
544 ACAD11 0.0074836
545 POU4F1 0.0075281
546 ACTB 2.9548e-09
547 C10orf120 0.0075556
548 TMEM178A 0.0075697
549 CD55 4.4365e-08
550 DCP1B 9.3425e-14
551 CXCR2 0.0040435
552 BTN2A2 0.0077727
553 OLFM2 0.0077881
554 F2RL3 0.0077932
555 ITIH2 0.0071668
556 BET1 0.00015091
557 TMEM202 0.0078714
558 HLA-E 5.7732e-15
559 KPNA7 0.0078964
560 TOR3A 0.0079168
561 MLN 0.0061546
562 SFMBT2 0.0079344
563 NOL12 0.00313
564 PTPN7 0.0035874
565 DMAP1 0.00020124
566 PTGER4 0.0080644
567 TLR9 0.0081218
568 ZBTB12 2.7294e-09
569 TMEM258 0.00015172
570 XRCC4 1.2167e-06
571 COX8C 0.0067197
572 TUBG1 0.0042603
573 BBS12 0.0082413
574 DDX31 0.0082676
575 HEMK1 0.0082958
576 PHF21A 0.0081894
577 ITGB2 2.8002e-09
578 PBX3 1.3186e-06
579 ALAS1 2.4908e-06
580 MBOAT2 1.3186e-06
581 DNTTIP1 0.0084027
582 BPNT1 0.0084956
583 PLEKHA1 0.0085244
584 PSMD4 2.4863e-13
585 MUC22 0.0085312
586 IFITM5 0.0085508
587 ZMYND10 0.0086391
588 BTN3A1 0.0063976
589 SET 0.0087954
590 AGR2 0.00040675
591 AGT 2.6764e-05
592 POLR2E 2.5723e-06
593 SPAG4 0.0088771
594 BMPR1B 0.0035874
595 PSMB7 2.4863e-13
596 TFAP4 0.0028331
597 CREB3L4 0.0001343
598 IBTK 0.0090282
599 ZFP42 0.009092
600 EARS2 0.00024654
601 DDR1 0.0059807
602 RNASEH2C 0.0091862
603 PDE5A 0.00016027
604 SLC24A4 5.3012e-06
605 CBLN1 0.0093153
606 NDUFS1 2.1679e-06
607 PUS7 0.0017144
608 LDB3 0.0094379
609 CEP72 0.0094426
610 KRT4 0.00962
611 CATSPERD 0.005993
612 LXN 0.0096636
613 VDAC1 1.3006e-06
614 BFSP1 0.009692
615 TBX2 0.0096958
616 CDCA2 0.00045806
617 MAPKAPK3 0.0097672
618 CSF2 5e-10
619 MTFR2 0.0098014
620 NBL1 0.0098201
621 KATNAL1 0.0098402
622 RASSF1 0.0086391
623 TRIB3 0.0038772
624 DPH6 0.00993
625 XPO1 0.00085574
626 CAPN14 0.010029
627 BCLAF1 0.010031
628 AK3 0.00044937
629 VPS72 0.000313
630 IER3 0.00085574
631 PGS1 0.010074
632 PCSK7 0.010078
633 DVL1 6.655e-06
634 RSPO2 0.010083
635 ATP6V0D2 0.00020061
636 PIP5K1A 0.0075416
637 RPL22L1 2.9e-09
638 DDIT3 0.0001343
